ExamSet,DifficultyCode,Difficulty,QuestionNumber,Domain,Question,CorrectOptionLetter,RemediationReference
6,A,Standard,12,Organizational & Institutional Aspects,What does return on investment compare?,A,GIS&T BoK remediation: [KE-04-014] Measuring GIS Return on Investment — https://gistbok-topics.ucgis.org/KE-04-014 | Blueprint domain resource: https://geospacebok.eu/OI
6,A,Standard,13,Analytical Methods & GeoComputation,A Local Moran’s I result classifies a tract as High-Low. What does that mean?,A,GIS&T BoK remediation: [AM-03-023] Local Measures of Spatial Association — https://gistbok-topics.ucgis.org/AM-03-023 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
6,A,Standard,14,Analytical Methods & GeoComputation,County obesity rates are analyzed with one statistic to summarize overall spatial autocorrelation across the entire study area. Which statistic is appropriate?,A,GIS&T BoK remediation: [AM-03-022] Global Measures of Spatial Association — https://gistbok-topics.ucgis.org/AM-03-022 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
6,A,Standard,15,"Platforms, Sensors, Physics & Image Processing",Orthorectification additionally accounts for what major source of displacement?,C,GIS&T BoK remediation: GIS&T BoK | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
6,A,Standard,16,Conceptual Foundations,A dataset has an open license but poor documentation and unusable formats. Is it necessarily open in practical terms?,C,GIS&T BoK remediation: [FC-02-035] Openness — https://gistbok-topics.ucgis.org/FC-02-035 | Blueprint domain resource: https://geospacebok.eu/CF
6,A,Standard,17,Design of Systems,What limits ideal speedup in parallel processing?,B,GIS&T BoK remediation: [PD-01-014] GIS and Parallel Programming — https://gistbok-topics.ucgis.org/PD-01-014 | Blueprint domain resource: https://geospacebok.eu/DA
6,A,Standard,18,"Platforms, Sensors, Physics & Image Processing",What is supervised image classification?,A,GIS&T BoK remediation: [DC-04-014] Feature Extraction from Satellite Imagery — https://gistbok-topics.ucgis.org/DC-04-014 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
6,A,Standard,19,Analytical Methods & GeoComputation,"Sparse groundwater measurements must be interpolated, and the analyst also needs a map of prediction uncertainty. Which method is most appropriate?",D,GIS&T BoK remediation: [AM-04-029] Kriging Interpolation — https://gistbok-topics.ucgis.org/AM-04-029 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
6,A,Standard,20,Conceptual Foundations,A tract has high median income. Concluding that every household in the tract has high income commits what error?,A,GIS&T BoK remediation: [FC-07-026] Problems of Scale and Zoning — https://gistbok-topics.ucgis.org/FC-07-026 | Blueprint domain resource: https://geospacebok.eu/CF
6,A,Standard,21,Conceptual Foundations,A temperature surface varying continuously across a region is best conceptualized as what?,A,GIS&T BoK remediation: GIS&T BoK | Blueprint domain resource: https://geospacebok.eu/CF
6,A,Standard,22,Analytical Methods & GeoComputation,An ecologist wants to flag trail segments within 250 m of nesting sites. Which method best implements the rule?,B,GIS&T BoK remediation: [AM-02-003] Buffers — https://gistbok-topics.ucgis.org/AM-02-003 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
6,A,Standard,23,Data Modeling,How does a projected coordinate system differ most directly from a geographic coordinate system?,B,GIS&T BoK remediation: [DM-05-048] Planar Coordinate Systems and the U. S. National Grid — https://gistbok-topics.ucgis.org/DM-05-048 | Blueprint domain resource: https://geospacebok.eu/DM
6,A,Standard,24,Cartography & Visualization,What is the main purpose of a scale bar?,C,GIS&T BoK remediation: [CV-06-021] Map Reading — https://gistbok-topics.ucgis.org/CV-06-021 | Blueprint domain resource: https://geospacebok.eu/CV
6,A,Standard,25,Data Modeling,A topological vector model explicitly stores what kinds of relationships?,D,GIS&T BoK remediation: [DM-02-013] The topological model — https://gistbok-topics.ucgis.org/DM-02-013 | Blueprint domain resource: https://geospacebok.eu/DM
6,A,Standard,26,Thematic & Application Domains,A bridge project requires mapping utilities that could conflict with excavation. What GIS capability is central?,C,GIS&T BoK remediation: [DA-004] GIS&T and Civil Engineering — https://gistbok-topics.ucgis.org/DA-004 | Blueprint domain resource: https://geospacebok.eu/TA
6,A,Standard,27,Organizational & Institutional Aspects,What is total cost of ownership for an enterprise GIS?,B,GIS&T BoK remediation: [KE-04-017] The Benefits and Costs of Enterprise GIS Implementations — https://gistbok-topics.ucgis.org/KE-04-017 | Blueprint domain resource: https://geospacebok.eu/OI
6,A,Standard,28,GI & Society,A health agency publishes exact home locations for patients with a rare disease. What is the primary concern?,D,GIS&T BoK remediation: [GS-01-004] Location Privacy — https://gistbok-topics.ucgis.org/GS-01-004 | Blueprint domain resource: https://geospacebok.eu/GS
6,A,Standard,29,Geospatial Data,Why is source scale important when evaluating digitized features?,A,"GIS&T BoK remediation: [DM-07-057] Data Evaluation, Metadata, and Data Quality — https://gistbok-topics.ucgis.org/DM-07-057 | Blueprint domain resource: https://geospacebok.eu/GD"
6,A,Standard,30,Design of Systems,A stream of vehicle positions arrives every second. Which processing architecture is most appropriate?,C,GIS&T BoK remediation: [PD-01-020] Real-time GIS Programming and Geocomputation — https://gistbok-topics.ucgis.org/PD-01-020 | Blueprint domain resource: https://geospacebok.eu/DA
6,A,Standard,31,Organizational & Institutional Aspects,Why can GIS benefits be difficult to quantify?,A,GIS&T BoK remediation: [KE-04-014] Measuring GIS Return on Investment — https://gistbok-topics.ucgis.org/KE-04-014 | Blueprint domain resource: https://geospacebok.eu/OI
6,A,Standard,32,Data Modeling,What does raster resampling do?,B,GIS&T BoK remediation: [DM-06-087] Raster resampling — https://gistbok-topics.ucgis.org/DM-06-087 | Blueprint domain resource: https://geospacebok.eu/DM
6,A,Standard,33,"Platforms, Sensors, Physics & Image Processing",Healthy vegetation typically absorbs strongly in which visible band because of chlorophyll?,C,GIS&T BoK remediation: GIS&T BoK | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
6,A,Standard,34,Conceptual Foundations,"For airline distance between far-apart cities, which distance measure is most defensible when high accuracy is needed?",C,GIS&T BoK remediation: [FC-05-042] Distance Operations — https://gistbok-topics.ucgis.org/FC-05-042 | Blueprint domain resource: https://geospacebok.eu/CF
6,A,Standard,35,Geospatial Data,What does completeness mean in geospatial data quality?,B,"GIS&T BoK remediation: [DM-07-057] Data Evaluation, Metadata, and Data Quality — https://gistbok-topics.ucgis.org/DM-07-057 | Blueprint domain resource: https://geospacebok.eu/GD"
6,A,Standard,36,Data Modeling,What does a geographic coordinate system use to express horizontal position?,C,GIS&T BoK remediation: [DM-05-047] Geographic Coordinate Systems — https://gistbok-topics.ucgis.org/DM-05-047 | Blueprint domain resource: https://geospacebok.eu/DM
6,A,Standard,37,Analytical Methods & GeoComputation,"In the Analytical Hierarchy Process, what is the main purpose of pairwise comparisons?",D,GIS&T BoK remediation: [AM-03-013] Multi-Criteria Evaluation — https://gistbok-topics.ucgis.org/AM-03-013 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
6,A,Standard,38,Data Modeling,Which data model is usually most natural for parcel boundaries requiring precise shared edges?,D,GIS&T BoK remediation: [DM-02-014] Vector Data Models — https://gistbok-topics.ucgis.org/DM-02-014 | Blueprint domain resource: https://geospacebok.eu/DM
6,A,Standard,39,Conceptual Foundations,A polygon lies entirely inside another polygon. Which spatial relation is being expressed?,D,GIS&T BoK remediation: [DM-03-075] Defining and Designing Spatial Queries — https://gistbok-topics.ucgis.org/DM-03-075 | Blueprint domain resource: https://geospacebok.eu/CF
6,A,Standard,40,Data Modeling,Why are database constraints useful?,A,GIS&T BoK remediation: [DM-01-062] Database Administration — https://gistbok-topics.ucgis.org/DM-01-062 | Blueprint domain resource: https://geospacebok.eu/DM
6,A,Standard,41,Data Modeling,A wildfire spreads through time and changes its spatial extent. What should the data model represent?,A,GIS&T BoK remediation: [DM-02-022] Events and Processes for Geospatial Computing — https://gistbok-topics.ucgis.org/DM-02-022 | Blueprint domain resource: https://geospacebok.eu/DM
6,A,Standard,42,GI & Society,Why can participatory GIS still reproduce unequal power?,D,GIS&T BoK remediation: [GS-02-029] GIS Participatory Modeling — https://gistbok-topics.ucgis.org/GS-02-029 | Blueprint domain resource: https://geospacebok.eu/GS
6,A,Standard,43,Cartography & Visualization,What is one analytical limitation of animation?,C,GIS&T BoK remediation: [CV-04-017] Spatiotemporal Representation — https://gistbok-topics.ucgis.org/CV-04-017 | Blueprint domain resource: https://geospacebok.eu/CV
6,A,Standard,44,Cartography & Visualization,Hypsometric tinting uses color primarily to represent what?,C,GIS&T BoK remediation: [CV-04-014] Terrain Representation — https://gistbok-topics.ucgis.org/CV-04-014 | Blueprint domain resource: https://geospacebok.eu/CV
